gvkey	year	gvkey	conm	year	Y	K	L	M	VA	w	i	naics_4digit
001072	2014	001072	AVX CORP	2014	1444.400191987582	2033.0636567582728	10.7	558.8889229292403	885.5112690583418	64311.75515456021	40.34282865951594	3344
001161	1998	001161	ADVANCED MICRO DEVICES	1998	1322.289379099416	4792.848041380181	13.8	887.5928073944231	434.69657170499295	20045.981077018307	1176.2129101578644	3344
001161	1999	001161	ADVANCED MICRO DEVICES	1999	1686.6483694850228	5517.871134345279	13.387	1230.0756576656338	456.572711819389	23840.047218533273	714.0230414746544	3344
001161	2000	001161	ADVANCED MICRO DEVICES	2000	3064.5597017387577	6192.6941211878	14.696	1679.4349031640768	1385.1247985746809	28345.375960935697	912.9977443523799	3344
001161	2001	001161	ADVANCED MICRO DEVICES	2001	2876.941614796635	6695.1886538037215	14.415	1930.5564003430075	946.3852144536274	31764.418883155668	767.7731282515268	3344
001161	2002	001161	ADVANCED MICRO DEVICES	2002	2083.1304549316446	7519.027455600967	12.146	1744.086535877037	339.0439190546075	34059.6277129837	785.1629569419547	3344
001161	2003	001161	ADVANCED MICRO DEVICES	2003	2861.2285052237894	8457.473929549713	14.3	1718.9180047969433	1142.3105004268464	37331.59884548152	627.6520112254444	3344
001161	2004	001161	ADVANCED MICRO DEVICES	2004	4222.508801404848	12101.006775914268	15.9	2354.578925595414	1867.9298758094335	40407.10191055915	1561.9876571329407	3344
001161	2005	001161	ADVANCED MICRO DEVICES	2005	5112.367438648027	13032.461950810575	9.86	3404.9432860352686	1707.4241526127587	43090.198546961474	1601.4615767248404	3344
001161	2006	001161	ADVANCED MICRO DEVICES	2006	5128.554308748229	6220.15234122621	16.5	3234.243472418927	1894.3108363293024	46689.000254203434	1927.8084026285467	3344
001161	2007	001161	ADVANCED MICRO DEVICES	2007	5693.805276215367	8169.559843668229	16.42	4773.129007821525	920.6762683938414	50649.58430392213	1709.202304633612	3344
001161	2008	001161	ADVANCED MICRO DEVICES	2008	5711.139081183133	8555.407325459062	14.7	4674.048143486469	1037.0909376966647	53492.76274386406	619.9886732838535	3344
001161	2009	001161	ADVANCED MICRO DEVICES	2009	5403.0	7575.6453268703635	13.4	4052.7018	1350.2982000000002	54873.0	466.0	3344
001161	2010	001161	ADVANCED MICRO DEVICES	2010	6569.283994577862	7780.788356327925	11.1	5104.96429077225	1464.319703805612	58192.89052542133	146.07906035631447	3344
001161	2011	001161	ADVANCED MICRO DEVICES	2011	6761.4449397255485	2108.8614785360705	11.093	5322.459022637664	1438.9859170878844	60953.890816253	241.73274028234383	3344
001161	2012	001161	ADVANCED MICRO DEVICES	2012	5576.86967075692	2279.734653835373	10.34	4703.075774250949	873.7938965059712	62223.95935118233	126.18954998719127	3344
001161	2013	001161	ADVANCED MICRO DEVICES	2013	5436.098401690638	2302.5735255951085	10.671	4518.948437596176	917.1499640944621	62682.861773938734	78.83770694898074	3344
001161	2014	001161	ADVANCED MICRO DEVICES	2014	5622.785249634917	1834.1147459438864	9.687	4715.900746504906	906.8845031300106	64311.75515456021	87.69176805065815	3344
001327	1999	001327	SKYWORKS SOLUTIONS INC	1999	68.98686734543308	121.01758629230838	0.84	38.08325807879593	30.903609266637154	23840.047218533273	12.71774193548387	3344
001327	2000	001327	SKYWORKS SOLUTIONS INC	2000	83.3673166386222	131.08244531688166	0.94	38.63826586162526	44.72905077699693	28345.375960935697	20.096800154154813	3344
001327	2001	001327	SKYWORKS SOLUTIONS INC	2001	136.54139006756657	135.79367858578783	1.09	71.75716693525735	64.78422313230924	31764.418883155668	39.11332277765212	3344
001327	2002	001327	SKYWORKS SOLUTIONS INC	2002	353.5714837414073	167.59085469547142	4.0	217.82961303776938	135.74187070363791	34059.6277129837	32.74950172031756	3344
001327	2003	001327	SKYWORKS SOLUTIONS INC	2003	502.28789788202766	550.9843340116207	3.8	325.8101548843449	176.47774299768278	37331.59884548152	44.34490728003081	3344
001327	2004	001327	SKYWORKS SOLUTIONS INC	2004	661.9188328957255	425.3399971166322	4.2	409.35929149746295	252.55954139826255	40407.10191055915	65.07445850822677	3344
001327	2005	001327	SKYWORKS SOLUTIONS INC	2005	692.7470471494391	477.9544944682559	4.0	439.27575384023567	253.47129330920345	43090.198546961474	40.36004953062326	3344
001327	2006	001327	SKYWORKS SOLUTIONS INC	2006	707.0378036823183	466.5195852534562	4.0	460.16541380687806	246.87238987544026	46689.000254203434	51.2410850540347	3344
001327	2007	001327	SKYWORKS SOLUTIONS INC	2007	702.3691835691154	461.4953917050691	3.3	435.2340776092268	267.1351059598886	50649.58430392213	43.207822770429274	3344
001327	2008	001327	SKYWORKS SOLUTIONS INC	2008	845.6743628067967	492.223116420888	3.3	528.943124606671	316.7312382001258	53492.76274386406	64.41523343964549	3344
001327	2009	001327	SKYWORKS SOLUTIONS INC	2009	802.577	547.2012827222217	3.3	483.28009999999995	319.29690000000005	54873.0	39.172	3344
001327	2010	001327	SKYWORKS SOLUTIONS INC	2010	1084.2747890828898	541.135750839157	3.7	614.6334999089567	469.6412891739333	58192.89052542133	87.77476188126141	3344
001327	2011	001327	SKYWORKS SOLUTIONS INC	2011	1460.7129988984857	623.6262587354868	4.4	795.6402680694674	665.0727308290183	60953.890816253	97.33127054728293	3344
001327	2012	001327	SKYWORKS SOLUTIONS INC	2012	1613.3846929224565	712.5191825330469	4.7	928.896248830009	684.4884440924475	62223.95935118233	89.30899361461901	3344
001327	2013	001327	SKYWORKS SOLUTIONS INC	2013	1838.3635281807178	783.3608437924985	4.75	1071.796200168243	766.5673280124746	62682.861773938734	116.19176333671209	3344
001327	2014	001327	SKYWORKS SOLUTIONS INC	2014	2340.103959233275	853.7760688346399	5.55	1274.5557223532776	1065.5482368799974	64311.75515456021	192.55266121439251	3344
001577	1998	001577	AMERICAN TECHNICAL CERAMICS	1998	21.013456226950947	47.128932146343594	0.487	6.797036717242384	14.216419509708563	20045.981077018307	4.823302988440603	3344
001577	1999	001577	AMERICAN TECHNICAL CERAMICS	1999	22.172052530618267	51.25630959057768	0.324	11.09654183266932	11.075510697948946	23840.047218533273	4.112903225806451	3344
001577	2000	001577	AMERICAN TECHNICAL CERAMICS	2000	43.88663433303639	54.00123985876392	0.437	20.19811145204395	23.68852288099244	28345.375960935697	8.23141357695839	3344
001577	2001	001577	AMERICAN TECHNICAL CERAMICS	2001	62.528645563818614	59.11688639374251	0.66	26.384567618315412	36.1440779455032	31764.418883155668	14.67201990499887	3344
001577	2002	001577	AMERICAN TECHNICAL CERAMICS	2002	38.29844751679926	75.23839516281413	0.479	23.11773924461265	15.18070827218661	34059.6277129837	3.5141244196015995	3344
001577	2003	001577	AMERICAN TECHNICAL CERAMICS	2003	39.87804382291963	75.87584888082571	0.537	15.77796495792512	24.100078864994508	37331.59884548152	1.8797116601551753	3344
001577	2004	001577	AMERICAN TECHNICAL CERAMICS	2004	51.654326407591576	78.8369723971182	0.708	16.562185618884403	35.09214078870718	40407.10191055915	4.8872547424592465	3344
001577	2005	001577	AMERICAN TECHNICAL CERAMICS	2005	63.79118909609114	81.97534720553607	0.76	20.682525943994197	43.108663152096945	43090.198546961474	9.296516981172013	3344
001577	2006	001577	AMERICAN TECHNICAL CERAMICS	2006	76.37996150633693	92.08155125186217	0.782	26.105863020663108	50.27409848567382	46689.000254203434	8.625826611438121	3344
001608	1998	001608	AMP INC	1998	2851.2194868220527	6001.606941364149	48.535	1371.9716389341131	1479.2478478879395	20045.981077018307	561.8787857319968	3344
001632	1998	001632	ANALOG DEVICES	1998	640.0789584557848	1552.6083391156249	7.2	339.5058594664323	300.57309898935256	20045.981077018307	197.0776805639191	3344
001632	1999	001632	ANALOG DEVICES	1999	856.0596133982588	1722.5785727782327	7.4	451.46678471299987	404.5928286852589	23840.047218533273	89.28571428571429	3344
001632	2000	001632	ANALOG DEVICES	2000	1700.8459533471907	1811.5878314543047	9.1	833.336236761358	867.5097165858326	28345.375960935697	311.5253391972615	3344
001632	2001	001632	ANALOG DEVICES	2001	1683.187456569629	2140.3014646869983	9.0	898.7765572098111	784.4108993598179	31764.418883155668	336.1637638543316	3344
001632	2002	001632	ANALOG DEVICES	2002	1318.8445199660155	2409.4204319792098	8.6	713.3233953811695	605.5211245848459	34059.6277129837	63.926777939850126	3344
001632	2003	001632	ANALOG DEVICES	2003	1664.513191593154	2289.235426978711	8.4	902.5144111549251	761.9987804382289	37331.59884548152	74.54465415726628	3344
001632	2004	001632	ANALOG DEVICES	2004	2223.6105599972984	2103.733484467429	8.9	1144.7179751281164	1078.8925848691817	40407.10191055915	158.618857037495	3344
001632	2005	001632	ANALOG DEVICES	2005	2088.4657416878676	2143.4404260092333	8.8	1094.6323252987822	993.8334163890855	43090.198546961474	90.44312974271593	3344
001632	2006	001632	ANALOG DEVICES	2006	2336.1077822566003	2197.128452174324	9.8	1178.1851690452845	1157.9226132113156	46689.000254203434	134.2271637235666	3344
001632	2007	001632	ANALOG DEVICES	2007	2377.81660132947	2259.0391177547144	9.6	1212.281120390887	1165.5354809385829	50649.58430392213	143.84687170331898	3344
001632	2008	001632	ANALOG DEVICES	2008	2539.8550582127123	2219.0817972350233	9.0	1289.8698080553806	1249.9852501573314	53492.76274386406	156.39611712221924	3344
001632	2009	001632	ANALOG DEVICES	2009	2014.908	2326.6002304147464	8.3	1081.1191	933.7889	54873.0	56.095	3344
001632	2010	001632	ANALOG DEVICES	2010	2793.5167013980217	2338.841013824885	8.5	1249.38191676614	1544.1347846318815	58192.89052542133	110.10906578492819	3344
001632	2011	001632	ANALOG DEVICES	2011	3081.4811764584774	2421.134792626728	9.2	1292.7063280453785	1788.7748484130987	60953.890816253	118.92864049506865	3344
001632	2012	001632	ANALOG DEVICES	2012	2778.2952593522105	2523.1140708204925	9.2	1235.8400789936534	1542.455180358557	62223.95935118233	125.40774405343603	3344
001632	2013	001632	ANALOG DEVICES	2013	2701.8291306756396	2630.856151039637	9.1	1208.2611461047622	1493.5679845708773	62682.861773938734	115.51038029808161	3344
001632	2014	001632	ANALOG DEVICES	2014	2925.536390837699	2707.3004852821364	9.6	1232.80883959846	1692.727551239239	64311.75515456021	164.22637399154468	3344
001703	1998	001703	APPLIED MAGNETICS CORP	1998	95.49759951730273	468.33280767047245	5.154	39.87349690251908	55.62410261478365	20045.981077018307	42.36005336922768	3344
001866	2000	001866	AULT INC	2000	33.612458345705896	16.40765408605561	0.438	18.950986175723386	14.661472169982511	28345.375960935697	2.2545141289686366	3344
001866	2001	001866	AULT INC	2001	48.880790100093144	18.98625911385306	0.565	28.73908881233645	20.141701287756696	31764.418883155668	6.325491970142502	3344
001866	2002	001866	AULT INC	2002	66.1867614119101	21.329716772850567	0.471	46.65274812697922	19.53401328493087	34059.6277129837	3.519691790355087	3344
001866	2003	001866	AULT INC	2003	33.3607057197447	24.42692882885091	0.603	13.249036139680472	20.111669580064227	37331.59884548152	0.9233478236944919	3344
001866	2004	001866	AULT INC	2004	35.01903805077376	25.509039360801207	0.504	19.152917338556485	15.866120712217276	40407.10191055915	0.2960986561676374	3344
001866	2005	001866	AULT INC	2005	39.437493989386354	27.804165592743963	0.685	10.762631031377591	28.67486295800876	43090.198546961474	0.34078762157757153	3344
001866	2006	001866	AULT INC	2006	33.787268039365216	23.326445288096497	0.577	8.381106329665544	25.406161709699674	46689.000254203434	0.360231295483094	3344
002124	1998	002124	BEL FUSE INC	1998	47.20550524569188	73.0896741327727	0.965	17.67611688764285	29.529388358049033	20045.981077018307	4.3120446790171565	3344
002124	1999	002124	BEL FUSE INC	1999	70.51143573852737	81.26791434833923	1.025	28.397948944960895	42.11348679356647	23840.047218533273	6.07373271889401	3344
002124	2000	002124	BEL FUSE INC	2000	95.83094130456301	85.29823014423378	1.101	38.626443630604776	57.20449767395823	28345.375960935697	9.21301701370391	3344
002124	2001	002124	BEL FUSE INC	2001	71.00034005056403	95.03034711075442	0.866	33.9820261099694	37.01831394059464	31764.418883155668	6.757520922868129	3344
002124	2002	002124	BEL FUSE INC	2002	73.78388815941918	90.12236582102925	0.94	33.32109368965784	40.462794469761334	34059.6277129837	7.213085548218999	3344
002124	2003	002124	BEL FUSE INC	2003	128.8654010325623	95.65644292254257	1.479	52.023444855481905	76.84195617708038	37331.59884548152	3.432564793925054	3344
002124	2004	002124	BEL FUSE INC	2004	160.42787069322142	108.02897784612428	1.969	51.342533791484776	109.08533690173664	40407.10191055915	7.135652230501416	3344
002124	2005	002124	BEL FUSE INC	2005	188.76911375140975	111.08001841946796	1.851	76.90504804119564	111.86406571021412	43090.198546961474	8.197953157577233	3344
002124	2006	002124	BEL FUSE INC	2006	231.44587282565274	117.43663594470047	1.956	110.0036205832153	121.44225224243745	46689.000254203434	9.721054325370874	3344
002124	2007	002124	BEL FUSE INC	2007	245.38094426453043	101.69230246080954	1.948	120.26440543150957	125.11653883302085	50649.58430392213	9.300697882009251	3344
002124	2008	002124	BEL FUSE INC	2008	254.0414568911265	100.80298574983036	2.135	127.07481120201385	126.96664568911264	53492.76274386406	6.842727552733812	3344
002124	2009	002124	BEL FUSE INC	2009	182.753	98.69389482123172	2.674	34.840598	147.912402	54873.0	2.357	3344
002124	2010	002124	BEL FUSE INC	2010	306.046290489004	89.7650360424806	4.161	30.75880996216641	275.2874805268376	58192.89052542133	2.3954991857079406	3344
002124	2011	002124	BEL FUSE INC	2011	303.8130925786759	105.74518161802189	3.451	73.39924232285692	230.41385025581897	60953.890816253	2.831173854186811	3344
002124	2012	002124	BEL FUSE INC	2012	294.7800417596659	105.80375058297813	4.166	17.8205404071053	276.95950135256055	62223.95935118233	4.5010768807461305	3344
002345	1999	002345	WHITE ELECTRONIC DESIGNS CP	1999	34.25586542718017	12.772416292873004	0.259	26.484126309576503	7.771739117603662	23840.047218533273	2.4297235023041477	3344
002345	2000	002345	WHITE ELECTRONIC DESIGNS CP	2000	57.80131314131116	14.070788425871886	0.274	40.93639249067934	16.864920650631824	28345.375960935697	2.621765299298369	3344
002345	2001	002345	WHITE ELECTRONIC DESIGNS CP	2001	71.52963614589648	15.830234299250096	0.309	56.02301920546446	15.506616940432012	31764.418883155668	1.8389504636959964	3344
002345	2002	002345	WHITE ELECTRONIC DESIGNS CP	2002	69.86792307098169	16.02995391705069	0.312	49.25908395767359	20.608839113308104	34059.6277129837	5.342448975047045	3344
002345	2003	002345	WHITE ELECTRONIC DESIGNS CP	2003	92.30781739095085	20.7134194031035	0.485	58.099711370380916	34.208106020569936	37331.59884548152	4.250261376767733	3344
002345	2004	002345	WHITE ELECTRONIC DESIGNS CP	2004	91.99219904260977	27.508482243836237	0.518	61.30505795841177	30.687141084197997	40407.10191055915	2.4935194524886386	3344
002345	2005	002345	WHITE ELECTRONIC DESIGNS CP	2005	102.31681835269845	28.843434399670414	0.446	71.68410662610049	30.632711726597954	43090.198546961474	3.71373839787484	3344
002345	2006	002345	WHITE ELECTRONIC DESIGNS CP	2006	98.8923993172822	32.55909764054827	0.424	68.8010240766968	30.091375240585396	46689.000254203434	4.214809970205653	3344
002345	2007	002345	WHITE ELECTRONIC DESIGNS CP	2007	98.70367213984053	34.03070489187256	0.395	72.81200405280002	25.891668087040518	50649.58430392213	2.8270307554978493	3344
002345	2008	002345	WHITE ELECTRONIC DESIGNS CP	2008	55.41515890497167	36.44967809387553	0.223	36.2814663310258	19.133692573945876	53492.76274386406	2.9608433435671206	3344
002345	2009	002345	WHITE ELECTRONIC DESIGNS CP	2009	62.559	27.425301271116496	0.248	41.702496000000004	20.856503999999994	54873.0	4.151	3344
002498	1998	002498	BURR-BROWN CORP	1998	134.24705986382529	235.19446915177488	1.324	75.67495123613153	58.57210862769374	20045.981077018307	31.258781717497314	3344
002498	1999	002498	BURR-BROWN CORP	1999	172.02183857163936	260.6318820279367	1.522	89.30140061974323	82.72043795189612	23840.047218533273	28.52534562211982	3344
002577	1998	002577	CTS CORP	1998	192.68411936354698	290.14862591138535	4.012	76.49271116705592	116.19140819649108	20045.981077018307	25.18508023095179	3344
002577	1999	002577	CTS CORP	1999	399.63169544046036	264.4475571637939	9.222	103.25937612512915	296.37231931533125	23840.047218533273	37.89861751152074	3344
002577	2000	002577	CTS CORP	2000	571.7925368702366	380.8540970163376	9.06	200.85561384407268	370.9369230261639	28345.375960935697	135.1302948210784	3344
002577	2001	002577	CTS CORP	2001	427.02514895693184	507.5878300522199	5.837	201.77118071469755	225.2539682422343	31764.418883155668	87.82402171454422	3344
002577	2002	002577	CTS CORP	2002	353.5985170309724	479.56413090489696	5.313	135.38320769290183	218.21530933807057	34059.6277129837	14.289213775902194	3344
002577	2003	002577	CTS CORP	2003	376.4274970527257	480.6357825940699	5.041	145.97377454368066	230.45372250904506	37331.59884548152	9.953227315247895	3344
002577	2004	002577	CTS CORP	2004	448.56855808927196	461.72209140275845	4.487	222.2713053095477	226.2972527797243	40407.10191055915	13.786483584420656	3344
002577	2005	002577	CTS CORP	2005	539.8484013953366	472.4953054236165	4.902	272.3757669543019	267.47263444103476	43090.198546961474	15.88472488278811	3344
002577	2006	002577	CTS CORP	2006	595.2118967207757	444.56840580777396	4.977	310.69272342666227	284.51917329411344	46689.000254203434	16.388966748678982	3344
002577	2007	002577	CTS CORP	2007	649.5322235479046	436.9527596745094	4.746	351.4480294680227	298.08419407988185	50649.58430392213	16.288647244989043	3344
002577	2008	002577	CTS CORP	2008	680.1712948395217	431.40708347349704	5.044	351.0043659534298	329.16692888609185	53492.76274386406	17.53355788051308	3344
002577	2009	002577	CTS CORP	2009	498.982	418.8163775289538	4.316	225.05213200000003	273.929868	54873.0	6.537	3344
002577	2010	002577	CTS CORP	2010	559.0476864871426	415.41039934643663	4.369	257.1518663888158	301.89582009832685	58192.89052542133	13.098751418842225	3344
002577	2011	002577	CTS CORP	2011	605.8390553742574	387.9030707866788	4.234	309.7971566518083	296.0418987224492	60953.890816253	19.635467027654222	3344
002577	2012	002577	CTS CORP	2012	593.3966242555774	392.1920803498486	4.264	305.7610400831079	287.63558417246946	62223.95935118233	15.487158078503182	3344
002577	2013	002577	CTS CORP	2013	420.0547815917438	385.27419354838713	2.918	185.24832680194507	234.80645478979872	62682.861773938734	13.122724030483912	3344
002577	2014	002577	CTS CORP	2014	412.5905047843714	301.8061524541959	2.948	154.40473841691943	258.18576636745195	64311.75515456021	11.952849520926025	3344
002829	1998	002829	R F INDUSTRIES LTD	1998	3.3903242082048135	0.7926216251657366	0.034	2.0684587496684057	1.3218654585364078	20045.981077018307	0.1109891018147899	3344
002829	1999	002829	R F INDUSTRIES LTD	1999	3.624022428803305	0.8959618620302862	0.039	1.9523393832079092	1.671683045595396	23840.047218533273	0.03110599078341014	3344
002829	2000	002829	R F INDUSTRIES LTD	2000	5.874162789930383	0.897549931268699	0.044	3.344178956745521	2.5299838331848625	28345.375960935697	0.29357423801049615	3344
002829	2001	002829	R F INDUSTRIES LTD	2001	7.009477061371734	1.1983969495350375	0.06	3.9629640581338608	3.046513003237873	31764.418883155668	0.20583578375933045	3344
002829	2002	002829	R F INDUSTRIES LTD	2002	6.886537421796556	1.6312905460729354	0.054	4.428641384104426	2.4578960376921293	34059.6277129837	0.044538966027903665	3344
002829	2003	002829	R F INDUSTRIES LTD	2003	8.028781657790967	1.638499208365551	0.052	4.98911988292207	3.0396617748688963	37331.59884548152	0.05612722170252572	3344
002829	2004	002829	R F INDUSTRIES LTD	2004	9.4785009329067	1.6651448892306213	0.072	4.699154896282726	4.779346036623974	40407.10191055915	0.1757068948687079	3344
002829	2005	002829	R F INDUSTRIES LTD	2005	11.49841319799617	2.150511797779807	0.088	6.863678408127224	4.634734789868946	43090.198546961474	0.12594325145258078	3344
002829	2006	002829	R F INDUSTRIES LTD	2006	13.78872063042452	2.251661884689408	0.087	7.276438065148711	6.512282565275809	46689.000254203434	0.14741453590374454	3344
002829	2007	002829	R F INDUSTRIES LTD	2007	14.064541787398444	2.360599078341014	0.083	8.00561805200462	6.058923735393823	50649.58430392213	0.09535015824068814	3344
002829	2008	002829	R F INDUSTRIES LTD	2008	17.399897734424165	2.405268467406459	0.094	9.692023285084959	7.707874449339206	53492.76274386406	0.4580365038202828	3344
002829	2009	002829	R F INDUSTRIES LTD	2009	14.213	2.928941432506263	0.087	8.082049	6.130951	54873.0	0.217	3344
002829	2010	002829	R F INDUSTRIES LTD	2010	16.51121856475206	3.1635741246613693	0.11	7.443441843526817	9.067776721225242	58192.89052542133	0.15002714306864728	3344
002829	2011	002829	R F INDUSTRIES LTD	2011	20.006382606368195	3.3347313058952883	0.166	7.622211470161315	12.38417113620688	60953.890816253	0.3558305936956101	3344
002829	2012	002829	R F INDUSTRIES LTD	2012	31.09655122759018	5.636406150831209	0.178	15.21215350277198	15.8843977248182	62223.95935118233	0.5597882292664876	3344
002829	2013	002829	R F INDUSTRIES LTD	2013	37.57258047969798	3.179273339189518	0.145	20.861332813557937	16.71124766614005	62682.861773938734	0.2637309006269475	3344
002829	2014	002829	R F INDUSTRIES LTD	2014	23.605281700928277	3.259	0.143	11.490080981996055	12.115200718932222	64311.75515456021	0.13661454391049901	3344
002908	1998	002908	TERAFORCE TECHNOLOGY CORP	1998	10.060181115509252	10.150103710249518	0.307	16.286625956422007	-6.226444840912754	20045.981077018307	2.4027959807776322	3344
002908	1999	002908	TERAFORCE TECHNOLOGY CORP	1999	9.856278589346319	12.396078619827959	0.208	15.862282425852149	-6.00600383650583	23840.047218533273	1.2039170506912442	3344
002908	2000	002908	TERAFORCE TECHNOLOGY CORP	2000	12.372562605166783	12.626781434120884	0.194	18.746600679666102	-6.374038074499321	28345.375960935697	2.1400315110572072	3344
002908	2001	002908	TERAFORCE TECHNOLOGY CORP	2001	5.0430977127903365	4.308755760368664	0.056	13.235164185283201	-8.192066472492865	31764.418883155668	0.367563899570233	3344
002908	2002	002908	TERAFORCE TECHNOLOGY CORP	2002	3.889704178574187	2.039150788343176	0.048	8.318795087665098	-4.4290909090909105	34059.6277129837	0.19931187297486888	3344
002908	2003	002908	TERAFORCE TECHNOLOGY CORP	2003	5.0465466075856735	2.2420457250376886	0.042	7.401543152160657	-2.354996544574983	37331.59884548152	0.03521708028393771	3344
002908	2004	002908	TERAFORCE TECHNOLOGY CORP	2004	7.923375011608567	2.314516129032258	0.039	7.206954165154035	0.7164208464545315	40407.10191055915	0.1691992320957928	3344
003333	1998	003333	ARTESYN TECHNOLOGIES INC	1998	276.9225967865261	141.63758896516973	4.29	155.4278424784009	121.49475430812525	20045.981077018307	31.637797692843566	3344
003333	1999	003333	ARTESYN TECHNOLOGIES INC	1999	350.68909546997196	181.59485353130017	4.628	190.44559657665633	160.24349889331563	23840.047218533273	38.43202764976959	3344
003333	2000	003333	ARTESYN TECHNOLOGIES INC	2000	455.3650730806031	208.44100125033708	5.227	245.26113563627962	210.1039374443235	28345.375960935697	44.496333155753035	3344
003333	2001	003333	ARTESYN TECHNOLOGIES INC	2001	365.1610804737052	251.9889048443119	2.427	298.24004391087715	66.92103656282805	31764.418883155668	32.529970594888034	3344
003333	2002	003333	ARTESYN TECHNOLOGIES INC	2002	270.9731984243454	246.72016915757607	2.366	202.4125264540048	68.56067197034064	34059.6277129837	5.823469808148404	3344
003333	2003	003333	ARTESYN TECHNOLOGIES INC	2003	290.15081913898933	238.51912200536054	1.341	225.26984348957274	64.88097564941661	37331.59884548152	7.792879546580092	3344
003333	2004	003333	ARTESYN TECHNOLOGIES INC	2004	362.5157243324018	230.00838321939239	1.482	265.3667868329295	97.14893749947231	40407.10191055915	24.013275632056747	3344
003333	2005	003333	ARTESYN TECHNOLOGIES INC	2005	371.3038004563695	248.93556728419114	1.337	280.5634510976473	90.74034935872221	43090.198546961474	13.331992760908907	3344
003532	1998	003532	CORNING INC	1998	1837.3705481839038	5189.421942077481	15.4	1063.1820569770043	774.1884912068992	20045.981077018307	842.5725856918518	3344
003532	1999	003532	CORNING INC	1999	2822.7829423048547	5902.731344225068	21.5	1609.5579164822193	1213.2250258226354	23840.047218533273	872.2350230414747	3344
003532	2000	003532	CORNING INC	2000	4725.791019169224	7002.078478301946	40.3	2288.0155729321323	2437.7754462370913	28345.375960935697	1728.460832209288	3344
003532	2001	003532	CORNING INC	2001	4636.515516655085	8998.25933462453	31.7	3034.4949509883645	1602.0205656667208	31764.418883155668	2035.738520696675	3344
